utterance,category,intent
how doI speak with someone?,CONTACT,contact_human_agent
"I want to see some invoices , tell me how I can do it",INVOICES,get_invoice
"I got an error when I attempted to make a payment, but I was charged anyway, can you notify it?",PAYMENT,payment_issue
"lpaese, could you ask Alexa where to notify issues paying?",PAYMENT,payment_issue
"you aren't helping, how do I contact a human agent?",CONTACT,contact_human_agent
"i need information, what do i have to doi to contact client service?",CONTACT,contact_customer_service
where can I leave an opinion for a service?,FEEDBACK,review
"I need help checking your fucking payment methods, please",PAYMENT,check_payment_methods
i want to know if i can pay with card,PAYMENT,check_payment_methods
can you show me the free phone number to contact Customer Service?,CONTACT,contact_customer_service
where can I leave a comment for a service?,FEEDBACK,review
can you tell me what the email address to contact Client Service is?,CONTACT,contact_customer_service
"my profile's been hacked, what can I do?",ACCOUNT,recover_password
i wanna leave a comment for a service,FEEDBACK,review
I have issues opening an account,ACCOUNT,registration_problems
can u ask alexa how i can solve issues making a payment ?,PAYMENT,payment_issue
na error pops when I try to pay with card,PAYMENT,payment_issue
how can I view the status of my refund?,REFUNDS,track_refund
"my fucking online account's been hacked and i wanna get it back, please",ACCOUNT,recover_password
where do I view the options for ticket delivery ?,DELIVERY,delivery_options
"I want to know the status of my refund, I need help tracking it",REFUNDS,track_refund
"someone stole my password, can I reset it?",ACCOUNT,recover_password
can you tell me if I can register several profiles with a single email?,ACCOUNT,create_account
how to solve a payment problem,PAYMENT,payment_issue
help me check your payment options,PAYMENT,check_payment_methods
"i ordered something, how can i modify my purchase?",ORDER,change_order
tell me how I can know where my package is,ORDER,track_order
"I'm not happy with the service, what should I do to submit a complaint?",FEEDBACK,complaint
i wanna know about modifying my order,ORDER,change_order
my user account was hacked and I want to recover it,ACCOUNT,recover_password
"you aren't helping, what should I do to speak with someone?",CONTACT,contact_human_agent
"an error pops when i attempt to pay, can u help me?",PAYMENT,payment_issue
I want to make a order,ORDER,place_order
"i got an error message when i tried to pay, but my card was charged anyway and i want to report it",PAYMENT,payment_issue
"I have a question, can I call Customer Service?",CONTACT,contact_customer_service
I want to change to another profile,ACCOUNT,switch_account
"please, can you tell me if i could create two online accounts with the same email address?",ACCOUNT,create_account
I want to know if I can see some invoices,INVOICES,get_invoice
"the concert was postponed, what do I have to do to get a reimbursement?",REFUNDS,get_refund
"my account was hacked, how do i recover it?",ACCOUNT,recover_password
"I haven't got a user account, how can I register?",ACCOUNT,create_account
"you're not helping, can Italk to a person?",CONTACT,contact_human_agent
"the game was cncelled, how do I get a reimbursement?",REFUNDS,get_refund
can you tell me how I can know where my delivery is?,ORDER,track_order
can you tell me if there is a free phone number to contact Client Service?,CONTACT,contact_customer_service
"I got an error message when I tried to pay, but I was charged anyway, how can I notify it?",PAYMENT,payment_issue
"I'm happy with the service, can you file a comment?",FEEDBACK,review
"I didn't get a payment validation, can you help me?",PAYMENT,payment_issue
"I want to see your money back policy, what can I do?",REFUNDS,check_refund_policy
help me request some invoices,INVOICES,get_invoice
I want to create an account,ACCOUNT,create_account
where do I see the delivery optinos?,DELIVERY,delivery_options
"i ordered an item, what do I have to do to modify my order?",ORDER,change_order
"i get an error message when i try to make a payment with card, what should i do?",PAYMENT,payment_issue
can you show me the fucking free phone number of Customer Support?,CONTACT,contact_customer_service
"I didn't receive my fucking invoices and I want to view them, please",INVOICES,check_invoices
information about the email address of the Client Service,CONTACT,contact_customer_service
can I check the status of my purchase?,ORDER,track_order
where to write a comment,FEEDBACK,review
"please, could you tell me how I can see some bills?",INVOICES,get_invoice
where do I change my purchase?,ORDER,change_order
"I want to view the status of my purchase, can you help me?",ORDER,track_order
tell me how to know where my shipment is,ORDER,track_order
"I got an error when I tried to make a payment, but my card was charged anyway, what should I do to notify it?",PAYMENT,payment_issue
"I need an online account, what do I have to do tto create one?",ACCOUNT,create_account
I ant to ask for information about modifying my purchase,ORDER,change_order
"I got an error message when I attempted to make an payment, but my card was charged anyway, I need help notifying it",PAYMENT,payment_issue
"I want to see a bill, can you tell me how I can do it?",INVOICES,get_invoice
I want to track my deliveries,ORDER,track_order
ask alexa what their payment options are,PAYMENT,check_payment_methods
"I have a question, what can I do to call ClientService?",CONTACT,contact_customer_service
"I can't understand you, help me contact a human agent",CONTACT,contact_human_agent
"I want to track my refund, can you help me?",REFUNDS,track_refund
"I don't understand you, what can I do to speak with a human agent?",CONTACT,contact_human_agent
what's the mail of Client Service?,CONTACT,contact_customer_service
what's the delivery period?,DELIVERY,delivery_period
an u ask alexa if i can contact a human agent?,CONTACT,contact_human_agent
"i wanna file a complaint, what do i have to do?",FEEDBACK,complaint
I don't hace an account and I want to register,ACCOUNT,create_account
I want to check my deliveriers,ORDER,track_order
tell me if my orders are out for delivery,ORDER,track_order
"I forgot my password, how do I retrieve it?",ACCOUNT,recover_password
"I want to track my package, can you tell me where to do it?",ORDER,track_order
i wanna get information about seeing a bill,INVOICES,get_invoice
"someone stole my password, how do I reset it?",ACCOUNT,recover_password
"I want to inform of an issue paying, can you help me?",PAYMENT,payment_issue
"I want to ldge a comment for a service, can you help me?",FEEDBACK,review
ask alexa to contact client service,CONTACT,contact_customer_service
"i have a problem making a payment, i need help informing of it",PAYMENT,payment_issue
I need help solving an issue with my payment,PAYMENT,payment_issue
"i wanna check the status of my purchase, can u help me?",ORDER,track_order
I can't remember my zccount password,ACCOUNT,recover_password
"my card was declined, what can I do?",PAYMENT,payment_issue
can u ask alexa how i can solve an issue with my payment?,PAYMENT,payment_issue
"I want to obtain a bill, can you tell me where to do it?",INVOICES,get_invoice
can you check your payment options?,PAYMENT,check_payment_methods
"I lost my invoices, I need help checking them",INVOICES,check_invoices
"i want to track my order, what can i do?",ORDER,track_order
"someone stole my account password, i need help retrieving it",ACCOUNT,recover_password
"my profile's been hacked, help me get it back",ACCOUNT,recover_password
"i have a problem when trying to pay for my order, how can i notify it?",PAYMENT,payment_issue
can you give me information about my bill?,INVOICES,check_invoices
"i obught a product, what do I have to do to change my order?",ORDER,change_order
"please, Id like to get information about seeing an invoice",INVOICES,get_invoice
